Code,CustomerCode,
APLOIDMS,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLOIDMS', 'APPLE')"
APLOSKY,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLOSKY', 'APPLE')"
APLPCAPS,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLPCAPS', 'APPLE')"
APLPIHZ1,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLPIHZ1', 'APPLE')"
APLPLHZ3,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLPLHZ3', 'APPLE')"
APLPLTZ3,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLPLTZ3', 'APPLE')"
APLPYHZ3,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLPYHZ3', 'APPLE')"
APLQCHZ3,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLQCHZ3', 'APPLE')"
APLQCST4,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLQCST4', 'APPLE')"
APLRAHZ1,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLRAHZ1', 'APPLE')"
APLROST2,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLROST2', 'APPLE')"
APLRPHZ3,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLRPHZ3', 'APPLE')"
APLRPST3,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLRPST3', 'APPLE')"
APLSAHZ1,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAHZ1', 'APPLE')"
APLSAMAH,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMAH', 'APPLE')"
APLSAMCD,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMCD', 'APPLE')"
APLSAMDA,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMDA', 'APPLE')"
APLSAMKA,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMKA', 'APPLE')"
APLSAMNA,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMNA', 'APPLE')"
APLSAMOD,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMOD', 'APPLE')"
APLSAMRI,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMRI', 'APPLE')"
APLSAMSD,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMSD', 'APPLE')"
APLSAMSR,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMSR', 'APPLE')"
APLSAMTP,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMTP', 'APPLE')"
APLSAMVS,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMVS', 'APPLE')"
APLSAMWS,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSAMWS', 'APPLE')"
APLSCAPS,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSCAPS', 'APPLE')"
APLSDSQA,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSDSQA', 'APPLE')"
APLSEDEN,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSEDEN', 'APPLE')"
APLSGENE,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSGENE', 'APPLE')"
APLSMGMT,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSMGMT', 'APPLE')"
APLSMON,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSMON', 'APPLE')"
APLSMQA1,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSMQA1', 'APPLE')"
APLSOHZ2,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSOHZ2', 'APPLE')"
APLSOST2,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSOST2', 'APPLE')"
APLSPPSE,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSPPSE', 'APPLE')"
APLSPRCI,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSPRCI', 'APPLE')"
APLSSHZ3,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSSHZ3', 'APPLE')"
APLSWWDR,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLSWWDR', 'APPLE')"
APLTAMIP,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTAMIP', 'APPLE')"
APLTAMPA,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTAMPA', 'APPLE')"
APLTAMPR,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTAMPR', 'APPLE')"
APLTAMPT,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTAMPT', 'APPLE')"
APLTAMRB,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTAMRB', 'APPLE')"
APLTAMRM,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTAMRM', 'APPLE')"
APLTFMD2,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTFMD2', 'APPLE')"
APLTIWK,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTIWK', 'APPLE')"
APLTPADM,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTPADM', 'APPLE')"
APLTPCO8,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTPCO8', 'APPLE')"
APLTPCON,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTPCON', 'APPLE')"
APLTPJA3,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTPJA3', 'APPLE')"
APLTPPER,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTPPER', 'APPLE')"
APLTPPR7,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTPPR7', 'APPLE')"
APLTPTUR,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTPTUR', 'APPLE')"
APLTZBUF,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTZBUF', 'APPLE')"
APLTZDCM,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTZDCM', 'APPLE')"
APLTZICD,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTZICD', 'APPLE')"
APLTZIDM,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTZIDM', 'APPLE')"
APLTZPIT,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTZPIT', 'APPLE')"
APLTZPSE,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTZPSE', 'APPLE')"
APLTZRVT,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTZRVT', 'APPLE')"
APLTZWWD,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLTZWWD', 'APPLE')"
APLVIWK,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLVIWK', 'APPLE')"
APLW2TZ1,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLW2TZ1', 'APPLE')"
APLWAST1,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLWAST1', 'APPLE')"
APLWV1ST,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLWV1ST', 'APPLE')"
APLWV1TZ,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APLWV1TZ', 'APPLE')"
APPFMD20,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APPFMD20', 'APPLE')"
APPLMSP5,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APPLMSP5', 'APPLE')"
APSWUP03,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('APSWUP03', 'APPLE')"
ARCSVENG,ARTHREX,"insert into dbo.Projects([Code], [CustomerCode]) values('ARCSVENG', 'ARTHREX')"
ARRISDVT,GIC,"insert into dbo.Projects([Code], [CustomerCode]) values('ARRISDVT', 'GIC')"
ARRISTRI,GIC,"insert into dbo.Projects([Code], [CustomerCode]) values('ARRISTRI', 'GIC')"
ARTENPLM,ARTHREX,"insert into dbo.Projects([Code], [CustomerCode]) values('ARTENPLM', 'ARTHREX')"
ARTLPEDD,AIRTELIN,"insert into dbo.Projects([Code], [CustomerCode]) values('ARTLPEDD', 'AIRTELIN')"
ARTLPEDT,AIRTELIN,"insert into dbo.Projects([Code], [CustomerCode]) values('ARTLPEDT', 'AIRTELIN')"
ARTPLMT2,ARTHREX,"insert into dbo.Projects([Code], [CustomerCode]) values('ARTPLMT2', 'ARTHREX')"
ASCBUFE3,ALLSCRIP,"insert into dbo.Projects([Code], [CustomerCode]) values('ASCBUFE3', 'ALLSCRIP')"
ASCCSIOE,90876523,"insert into dbo.Projects([Code], [CustomerCode]) values('ASCCSIOE', '90876523')"
ASCLDSUP,90876523,"insert into dbo.Projects([Code], [CustomerCode]) values('ASCLDSUP', '90876523')"
ASCSRMM3,ALLSCRIP,"insert into dbo.Projects([Code], [CustomerCode]) values('ASCSRMM3', 'ALLSCRIP')"
ASCSRMM6,ALLSCRIP,"insert into dbo.Projects([Code], [CustomerCode]) values('ASCSRMM6', 'ALLSCRIP')"
ASCSRMM7,ALLSCRIP,"insert into dbo.Projects([Code], [CustomerCode]) values('ASCSRMM7', 'ALLSCRIP')"
ASDRVCH1,90876523,"insert into dbo.Projects([Code], [CustomerCode]) values('ASDRVCH1', '90876523')"
ASSRMDC2,ALLSCRIP,"insert into dbo.Projects([Code], [CustomerCode]) values('ASSRMDC2', 'ALLSCRIP')"
ASSRMDP1,ALLSCRIP,"insert into dbo.Projects([Code], [CustomerCode]) values('ASSRMDP1', 'ALLSCRIP')"
ASTMSCO2,ALTMSW,"insert into dbo.Projects([Code], [CustomerCode]) values('ASTMSCO2', 'ALTMSW')"
ASTMSCOZ,ALTMSW,"insert into dbo.Projects([Code], [CustomerCode]) values('ASTMSCOZ', 'ALTMSW')"
ASUPPCHZ,90876523,"insert into dbo.Projects([Code], [CustomerCode]) values('ASUPPCHZ', '90876523')"
AT350QUP,DERICH,"insert into dbo.Projects([Code], [CustomerCode]) values('AT350QUP', 'DERICH')"
ATKIPLN1,ATKAERO,"insert into dbo.Projects([Code], [CustomerCode]) values('ATKIPLN1', 'ATKAERO')"
ATKMCON1,ATKAERO,"insert into dbo.Projects([Code], [CustomerCode]) values('ATKMCON1', 'ATKAERO')"
ATKMCON2,ATKAERO,"insert into dbo.Projects([Code], [CustomerCode]) values('ATKMCON2', 'ATKAERO')"
ATTDLUAT,SBCSTLOS,"insert into dbo.Projects([Code], [CustomerCode]) values('ATTDLUAT', 'SBCSTLOS')"
ATTPESBT,SBCSTLOS,"insert into dbo.Projects([Code], [CustomerCode]) values('ATTPESBT', 'SBCSTLOS')"
ATTPESTZ,SBCSTLOS,"insert into dbo.Projects([Code], [CustomerCode]) values('ATTPESTZ', 'SBCSTLOS')"
ATTPTRNG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ATTPTRNG', 'INFOSYS')"
ATTWSSTP,SBCSTLOS,"insert into dbo.Projects([Code], [CustomerCode]) values('ATTWSSTP', 'SBCSTLOS')"
ATZ33931,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('ATZ33931', 'APPLE')"
AUSBOMJD,AUSBOM,"insert into dbo.Projects([Code], [CustomerCode]) values('AUSBOMJD', 'AUSBOM')"
AUVD14ZB,AMD,"insert into dbo.Projects([Code], [CustomerCode]) values('AUVD14ZB', 'AMD')"
AVAERSUS,AVAYAPRO,"insert into dbo.Projects([Code], [CustomerCode]) values('AVAERSUS', 'AVAYAPRO')"
AVAVSPFE,AVAYAPRO,"insert into dbo.Projects([Code], [CustomerCode]) values('AVAVSPFE', 'AVAYAPRO')"
AVAYVSP3,AVAYAPRO,"insert into dbo.Projects([Code], [CustomerCode]) values('AVAYVSP3', 'AVAYAPRO')"
AVDEECDZ,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVDEECDZ', 'AVON')"
AVDELLSP,AVOCENT,"insert into dbo.Projects([Code], [CustomerCode]) values('AVDELLSP', 'AVOCENT')"
AVDGERND,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVDGERND', 'AVON')"
AVDGESTP,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVDGESTP', 'AVON')"
AVDWECDZ,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVDWECDZ', 'AVON')"
AVDWEM1Z,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVDWEM1Z', 'AVON')"
AVDWEM2Z,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVDWEM2Z', 'AVON')"
AVDWESTP,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVDWESTP', 'AVON')"
AVNBFSTP,AVNET,"insert into dbo.Projects([Code], [CustomerCode]) values('AVNBFSTP', 'AVNET')"
AVNENGT1,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVNENGT1', 'AVON')"
AVONL2Z,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVONL2Z', 'AVON')"
AVONLATZ,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVONLATZ', 'AVON')"
AVSGERND,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVSGERND', 'AVON')"
AVSGESTP,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVSGESTP', 'AVON')"
AVSRNDSZ,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVSRNDSZ', 'AVON')"
AVSTPBAS,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVSTPBAS', 'AVON')"
AVSWPM1Z,AVON,"insert into dbo.Projects([Code], [CustomerCode]) values('AVSWPM1Z', 'AVON')"
AVVSPAV1,AVAYAPRO,"insert into dbo.Projects([Code], [CustomerCode]) values('AVVSPAV1', 'AVAYAPRO')"
AVVSPZFE,AVAYAPRO,"insert into dbo.Projects([Code], [CustomerCode]) values('AVVSPZFE', 'AVAYAPRO')"
AWSDVMCT,SBCSTLOS,"insert into dbo.Projects([Code], [CustomerCode]) values('AWSDVMCT', 'SBCSTLOS')"
AWSDVSTP,SBCSTLOS,"insert into dbo.Projects([Code], [CustomerCode]) values('AWSDVSTP', 'SBCSTLOS')"
AWSMCTBF,SBCSTLOS,"insert into dbo.Projects([Code], [CustomerCode]) values('AWSMCTBF', 'SBCSTLOS')"
AWSQAMCT,SBCSTLOS,"insert into dbo.Projects([Code], [CustomerCode]) values('AWSQAMCT', 'SBCSTLOS')"
AWSQASTP,SBCSTLOS,"insert into dbo.Projects([Code], [CustomerCode]) values('AWSQASTP', 'SBCSTLOS')"
AXSEBEZ5,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('AXSEBEZ5', 'AMX_PHX1')"
AXSEEIE5,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('AXSEEIE5', 'AMX_PHX1')"
AXSEQEZ5,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('AXSEQEZ5', 'AMX_PHX1')"
AXSEXEZ4,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('AXSEXEZ4', 'AMX_PHX1')"
AZDOCBTR,AZMAST,"insert into dbo.Projects([Code], [CustomerCode]) values('AZDOCBTR', 'AZMAST')"
BAFPCCCZ,BARCLAYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BAFPCCCZ', 'BARCLAYS')"
BAFPCCPZ,BARCLAYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BAFPCCPZ', 'BARCLAYS')"
BAFPCCTP,BARCLAYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BAFPCCTP', 'BARCLAYS')"
BAPPMSZ1,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('BAPPMSZ1', 'APPLE')"
BAPPMSZ2,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('BAPPMSZ2', 'APPLE')"
BARMLSZ1,BARCLAYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BARMLSZ1', 'BARCLAYS')"
BASMGBUF,BASFITG,"insert into dbo.Projects([Code], [CustomerCode]) values('BASMGBUF', 'BASFITG')"
BAW22ENG,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BAW22ENG', 'BANKAM')"
BAW3ZECF,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BAW3ZECF', 'BANKAM')"
BAW42LES,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BAW42LES', 'BANKAM')"
BB117ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB117ENG', 'INFOSYS')"
BB119ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB119ENG', 'INFOSYS')"
BB120ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB120ENG', 'INFOSYS')"
BB125ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB125ENG', 'INFOSYS')"
BB126ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB126ENG', 'INFOSYS')"
BB129ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB129ENG', 'INFOSYS')"
BB130ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB130ENG', 'INFOSYS')"
BB131ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB131ENG', 'INFOSYS')"
BB132ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB132ENG', 'INFOSYS')"
BB133ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB133ENG', 'INFOSYS')"
BB445ENG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB445ENG', 'INFOSYS')"
BB75ENTR,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BB75ENTR', 'INFOSYS')"
BBD15PUN,BOMBARD,"insert into dbo.Projects([Code], [CustomerCode]) values('BBD15PUN', 'BOMBARD')"
BBDEPSPZ,BOMBARD,"insert into dbo.Projects([Code], [CustomerCode]) values('BBDEPSPZ', 'BOMBARD')"
BBDTSSPE,BOMBARD,"insert into dbo.Projects([Code], [CustomerCode]) values('BBDTSSPE', 'BOMBARD')"
BBENGDEV,BLUEBIRD,"insert into dbo.Projects([Code], [CustomerCode]) values('BBENGDEV', 'BLUEBIRD')"
BBENGHYD,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BBENGHYD', 'INFOSYS')"
BBLPK139,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BBLPK139', 'INFOSYS')"
BBOFMSZ1,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BBOFMSZ1', 'BANKAM')"
BBOFMSZ2,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BBOFMSZ2', 'BANKAM')"
BCDSEZ19,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BCDSEZ19', 'INFOSYS')"
BCHMCT38,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BCHMCT38', 'INFOSYS')"
BCVSMSZ1,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('BCVSMSZ1', 'CVSP')"
BDBCNBLR,BOMBARD,"insert into dbo.Projects([Code], [CustomerCode]) values('BDBCNBLR', 'BOMBARD')"
BDBLRENG,BOMBARD,"insert into dbo.Projects([Code], [CustomerCode]) values('BDBLRENG', 'BOMBARD')"
BDDTSBLR,BOMBARD,"insert into dbo.Projects([Code], [CustomerCode]) values('BDDTSBLR', 'BOMBARD')"
BDTVMSZ1,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('BDTVMSZ1', 'DIRECTV')"
BDTVSSTP,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('BDTVSSTP', 'DIRECTV')"
BENG2223,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENG2223', 'INFOSYS')"
BENG2228,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENG2228', 'INFOSYS')"
BENG2229,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENG2229', 'INFOSYS')"
BENG2230,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENG2230', 'INFOSYS')"
BENG2231,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENG2231', 'INFOSYS')"
BENG2232,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENG2232', 'INFOSYS')"
BENG2234,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENG2234', 'INFOSYS')"
BENG2235,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENG2235', 'INFOSYS')"
BENGHYZ5,INFSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENGHYZ5', 'INFSYS')"
BENGTVZ3,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BENGTVZ3', 'INFOSYS')"
BFDYBSTP,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('BFDYBSTP', 'FIDELITY')"
BFDYMSZ2,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('BFDYMSZ2', 'FIDELITY')"
BH1OHSEZ,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BH1OHSEZ', 'BH1')"
BH1OHSTP,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BH1OHSTP', 'BH1')"
BHEABSTP,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BHEABSTP', 'BH1')"
BHITLQMS,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BHITLQMS', 'BH1')"
BHITR2EG,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BHITR2EG', 'BH1')"
BHITSSEZ,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BHITSSEZ', 'BH1')"
BHLMSSPT,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BHLMSSPT', 'BH1')"
BHMRFSTP,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BHMRFSTP', 'BH1')"
BHNCCENG,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BHNCCENG', 'BH1')"
BHOGMSTP,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('BHOGMSTP', 'HOG')"
BHPCDENZ,BHPP,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPCDENZ', 'BHPP')"
BHPDCENG,BHPP,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPDCENG', 'BHPP')"
BHPEOTSZ,BHBBSS,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPEOTSZ', 'BHBBSS')"
BHPLFWSE,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPLFWSE', 'BH1')"
BHPLFWST,BH1,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPLFWST', 'BH1')"
BHPPENG,BHPP,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPPENG', 'BHPP')"
BHPRAENS,BHPP,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPRAENS', 'BHPP')"
BHPRAENZ,BHPP,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPRAENZ', 'BHPP')"
BHPRZENG,BHPP,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPRZENG', 'BHPP')"
BHPUNENG,BHPP,"insert into dbo.Projects([Code], [CustomerCode]) values('BHPUNENG', 'BHPP')"
BHYSZ119,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BHYSZ119', 'INFOSYS')"
BICP2691,INFSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('BICP2691', 'INFSYS')"
BINDU4ST,INFY,"insert into dbo.Projects([Code], [CustomerCode]) values('BINDU4ST', 'INFY')"
BKBE1MY1,BOEING,"insert into dbo.Projects([Code], [CustomerCode]) values('BKBE1MY1', 'BOEING')"
BKBE3MY1,BOEING,"insert into dbo.Projects([Code], [CustomerCode]) values('BKBE3MY1', 'BOEING')"
BKBE5MY1,BOEING,"insert into dbo.Projects([Code], [CustomerCode]) values('BKBE5MY1', 'BOEING')"
BMAXCSEZ,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('BMAXCSEZ', 'MAXIS')"
BMGBUFBL,BMGDE,"insert into dbo.Projects([Code], [CustomerCode]) values('BMGBUFBL', 'BMGDE')"
BMSTMSZ1,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('BMSTMSZ1', 'MSOFT')"
BMSTSSTP,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('BMSTSSTP', 'MSOFT')"
BMWENGG,BMW DE,"insert into dbo.Projects([Code], [CustomerCode]) values('BMWENGG', 'BMW DE')"
BN14GIVR,BNSF,"insert into dbo.Projects([Code], [CustomerCode]) values('BN14GIVR', 'BNSF')"
BN1515AE,BNSF,"insert into dbo.Projects([Code], [CustomerCode]) values('BN1515AE', 'BNSF')"
BN1515BE,BNSF,"insert into dbo.Projects([Code], [CustomerCode]) values('BN1515BE', 'BNSF')"
BN1529AE,BNSF,"insert into dbo.Projects([Code], [CustomerCode]) values('BN1529AE', 'BNSF')"
BN1530AE,BNSF,"insert into dbo.Projects([Code], [CustomerCode]) values('BN1530AE', 'BNSF')"
BN1531AE,BNSF,"insert into dbo.Projects([Code], [CustomerCode]) values('BN1531AE', 'BNSF')"
BN1534AE,BNSF,"insert into dbo.Projects([Code], [CustomerCode]) values('BN1534AE', 'BNSF')"
BN1543BE,BNSF,"insert into dbo.Projects([Code], [CustomerCode]) values('BN1543BE', 'BNSF')"
BN1569AE,BNSF,"insert into dbo.Projects([Code], [CustomerCode]) values('BN1569AE', 'BNSF')"
BOAAUEF2,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOAAUEF2', 'BANKAM')"
BOAAUEFZ,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOAAUEFZ', 'BANKAM')"
BOABSLEZ,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOABSLEZ', 'BANKAM')"
BOACENG1,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOACENG1', 'BANKAM')"
BOACENG2,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOACENG2', 'BANKAM')"
BOACPEND,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOACPEND', 'BANKAM')"
BOACSPE,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOACSPE', 'BANKAM')"
BOAENGBU,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOAENGBU', 'BANKAM')"
BOAGPENG,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOAGPENG', 'BANKAM')"
BOAHUBEG,BOEING,"insert into dbo.Projects([Code], [CustomerCode]) values('BOAHUBEG', 'BOEING')"
BOAI2IEN,BANKAMIN,"insert into dbo.Projects([Code], [CustomerCode]) values('BOAI2IEN', 'BANKAMIN')"
BOAISEN2,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('BOAISEN2', 'BANKAM')"
